Brand,Model,Car_Type,Year,Age_Years,Transmission,Fuel_Type,No_of_Owners,KM_Driven,Price_USD
Hyundai,Santa Fe,SUV,2024,2,Automatic,Diesel,1,20971,22700
Volkswagen,Golf,Hatchback,2024,2,Automatic,Diesel,1,33328,18640
Subaru,Legacy,Sedan,2023,3,Automatic,Hybrid,2,82664,15450
Nissan,Sentra,Sedan,2020,6,Automatic,Petrol,2,105282,8760
Honda,City,Sedan,2015,11,Manual,Hybrid,4,170241,3960
Tesla,Model 3,Sedan,2023,3,Automatic,Electric,1,43688,26420
Volkswagen,Golf,Hatchback,2024,2,Automatic,Petrol,1,20038,19530
Audi,A5,Coupe,2021,5,Automatic,Hybrid,2,74489,26810
Skoda,Octavia,Sedan,2021,5,Automatic,Hybrid,1,46200,13020
Chevrolet,Equinox,SUV,2017,9,Manual,Petrol,2,111335,9410
Nissan,Titan,Truck,2024,2,Manual,Hybrid,1,21557,27790
Hyundai,i20,Hatchback,2024,2,Automatic,Hybrid,1,19224,11410
Lexus,IS,Sedan,2026,0,Manual,Petrol,1,500,35180
Peugeot,208,Hatchback,2022,4,Manual,Petrol,1,46524,10630
Mazda,Mazda6,Sedan,2026,0,Automatic,Diesel,1,500,24670
Lexus,RX,SUV,2017,9,Automatic,Petrol,4,193913,13180
Mazda,MX-5 Miata,Convertible,2023,3,Automatic,Petrol,2,56462,17130
Fiat,500,Hatchback,2013,13,Automatic,Petrol,3,217459,2880
Subaru,Forester,SUV,2016,10,CVT,Petrol,4,114252,8300
Subaru,Forester,SUV,2022,4,Automatic,Diesel,2,57592,14960
Audi,A5,Coupe,2016,10,Automatic,Petrol,3,196329,11740
Toyota,Yaris,Sedan,2021,5,Automatic,Petrol,2,77900,7540
Toyota,Yaris,Sedan,2019,7,CVT,Petrol,3,130372,6000
Audi,A6,Sedan,2020,6,Manual,Petrol,1,102106,24520
Toyota,Yaris Hatchback,Hatchback,2014,12,Automatic,Hybrid,3,228301,1830
Mazda,Mazda3,Sedan,2026,0,Automatic,Diesel,1,500,22040
Toyota,Yaris,Sedan,2020,6,Automatic,Petrol,2,116800,6240
Mazda,Mazda3,Sedan,2016,10,Automatic,Diesel,2,139176,6560
Mazda,CX-5,SUV,2017,9,Automatic,Diesel,2,200923,7900
BMW,3 Series,Sedan,2021,5,Automatic,Hybrid,1,107379,23870
Kia,Sorento,SUV,2020,6,CVT,CNG,2,156050,12250
Chevrolet,Traverse,SUV,2014,12,Automatic,Hybrid,2,201229,7270
GMC,Acadia,SUV,2020,6,Automatic,CNG,3,59974,15450
Mercedes-Benz,GLC,SUV,2023,3,Automatic,Hybrid,1,22715,32630
Nissan,Sentra,Sedan,2019,7,Semi-Automatic,Petrol,3,72016,8370
Hyundai,Veloster,Coupe,2024,2,Automatic,Petrol,1,16575,15700
Chrysler,Pacifica,Minivan,2022,4,Semi-Automatic,Petrol,2,36678,20690
Volkswagen,Jetta,Sedan,2025,1,CVT,Hybrid,1,24326,18620
Toyota,Yaris Hatchback,Hatchback,2024,2,Automatic,Petrol,1,45357,13150
Kia,EV6,SUV,2025,1,Automatic,Electric,1,13784,32260
BMW,3 Series,Sedan,2025,1,Manual,Petrol,1,11378,33310
Audi,A5,Coupe,2021,5,Automatic,Petrol,2,104952,23160
Porsche,911,Coupe,2025,1,CVT,Petrol,1,9678,92970
Lexus,NX,SUV,2019,7,Manual,CNG,1,99103,15390
Tesla,Model X,SUV,2020,6,Automatic,Electric,3,74578,36800
Toyota,Camry,Sedan,2023,3,Semi-Automatic,Petrol,1,18943,19090
Tesla,Model 3,Sedan,2019,7,Automatic,Electric,3,134493,14970
Nissan,Murano,SUV,2013,13,Manual,Diesel,5,196526,5470
Volkswagen,Atlas,SUV,2021,5,Automatic,Petrol,1,42379,21140
Toyota,RAV4,SUV,2021,5,Semi-Automatic,Diesel,2,49863,14310
BMW,3 Series,Sedan,2016,10,Automatic,Diesel,2,81856,12580
Volvo,XC90,SUV,2026,0,Automatic,Hybrid,1,500,56630
Chevrolet,Bolt EV,Hatchback,2023,3,Automatic,Electric,2,46992,15690
Honda,Ridgeline,Truck,2025,1,Semi-Automatic,Petrol,1,18212,32470
Toyota,Yaris,Sedan,2023,3,Automatic,Petrol,1,32389,11170
Mercedes-Benz,GLE,SUV,2017,9,Manual,Petrol,2,161840,18990
Honda,City,Sedan,2015,11,Manual,Hybrid,3,232180,1770
Toyota,Sienna,Minivan,2024,2,Automatic,Petrol,1,37230,27420
Tesla,Model 3,Sedan,2021,5,Automatic,Electric,2,79955,18770
Toyota,RAV4,SUV,2020,6,Automatic,Hybrid,3,68664,13380
BMW,5 Series,Sedan,2021,5,Manual,Petrol,1,68785,27530
Suzuki,Swift,Hatchback,2023,3,Automatic,Hybrid,1,60519,9180
Porsche,911,Coupe,2021,5,CVT,Petrol,2,52834,53730
Honda,City,Sedan,2019,7,Automatic,Petrol,2,67123,7620
Land Rover,Range Rover Sport,SUV,2023,3,Automatic,Petrol,2,31880,52800
Toyota,RAV4,SUV,2020,6,CVT,Petrol,2,80173,13770
Toyota,RAV4,SUV,2017,9,Automatic,Hybrid,1,124343,10740
Mercedes-Benz,C-Class Coupe,Coupe,2025,1,Automatic,Diesel,1,7185,37310
Nissan,Murano,SUV,2022,4,Automatic,CNG,1,59749,19040
Mercedes-Benz,C-Class,Sedan,2024,2,Automatic,Petrol,1,27294,34310
Land Rover,Range Rover Sport,SUV,2019,7,Manual,Petrol,2,51368,34340
BMW,X3,SUV,2020,6,Automatic,Petrol,2,67012,22770
Land Rover,Range Rover Evoque,SUV,2025,1,Automatic,Petrol,1,9334,40050
Volkswagen,ID.4,SUV,2022,4,Automatic,Electric,1,79388,21880
BMW,X5,SUV,2018,8,CVT,Petrol,2,87400,23400
Honda,Civic,Sedan,2019,7,Semi-Automatic,Petrol,2,54352,10870
Honda,City,Sedan,2018,8,Automatic,Petrol,3,171953,3420
Ram,1500,Truck,2017,9,CVT,Petrol,2,111585,12630
Volkswagen,Atlas,SUV,2023,3,Automatic,Hybrid,2,34311,24080
Honda,Ridgeline,Truck,2020,6,Automatic,Diesel,1,120799,17540
Nissan,Versa,Hatchback,2013,13,Manual,Petrol,1,96265,3840
Kia,K5,Sedan,2023,3,Manual,Petrol,1,47679,16290
Chrysler,Pacifica,Minivan,2020,6,Automatic,Hybrid,3,138669,13790
Mercedes-Benz,C-Class Coupe,Coupe,2020,6,CVT,Petrol,3,44516,23180
Toyota,Yaris,Sedan,2026,0,Manual,Petrol,1,500,16030
Nissan,Titan,Truck,2023,3,Manual,Petrol,2,38658,23400
Lexus,IS,Sedan,2026,0,Automatic,Petrol,1,500,38920
Ford,Focus,Hatchback,2023,3,Manual,Diesel,1,45100,12760
Ford,Escape,SUV,2023,3,Automatic,Diesel,2,43025,18320
BMW,5 Series,Sedan,2021,5,Manual,Diesel,2,61277,26320
Nissan,Rogue,SUV,2019,7,Automatic,Petrol,1,119378,10990
Ram,1500,Truck,2017,9,Automatic,Diesel,2,219306,8660
Toyota,Prius,Hatchback,2025,1,Automatic,Hybrid,1,12321,23760
Chevrolet,Camaro,Coupe,2024,2,Automatic,Diesel,1,27539,23190
Mazda,MX-5 Miata,Convertible,2025,1,Manual,Petrol,1,12374,23850
BMW,X3,SUV,2015,11,Automatic,Diesel,3,118628,11570
Tesla,Model 3,Sedan,2026,0,Automatic,Electric,1,500,36470
Chevrolet,Malibu,Sedan,2022,4,Automatic,Petrol,2,45986,15140
Toyota,Tacoma,Truck,2021,5,Automatic,Petrol,1,63886,17430
BMW,Z4,Convertible,2019,7,Automatic,Petrol,3,177808,17280
Volkswagen,Tiguan,SUV,2023,3,Automatic,Diesel,1,35073,18580
Mazda,MX-5 Miata,Convertible,2021,5,Manual,Petrol,2,75795,13790
Toyota,Corolla,Sedan,2019,7,Automatic,Diesel,1,129033,8540
Chevrolet,Equinox,SUV,2018,8,Automatic,Diesel,2,143128,8600
Mercedes-Benz,E-Class,Sedan,2022,4,Manual,Petrol,1,52001,32450
Mazda,MX-5 Miata,Convertible,2018,8,CVT,Diesel,1,76783,10810
Audi,A5,Coupe,2015,11,Manual,Petrol,1,83893,12090
Volkswagen,Atlas,SUV,2026,0,Manual,Petrol,1,500,34460
Hyundai,Tucson,SUV,2016,10,Automatic,Hybrid,3,143018,7930
Honda,Civic,Sedan,2019,7,Automatic,Petrol,2,117990,9670
Nissan,Titan,Truck,2020,6,Automatic,Petrol,1,56602,17250
BMW,X5,SUV,2019,7,Automatic,Diesel,3,87511,24640
Mazda,CX-9,SUV,2021,5,Automatic,Diesel,2,41897,19660
Kia,K5,Sedan,2021,5,Automatic,Petrol,1,99204,12850
Jeep,Wrangler,SUV,2023,3,Automatic,Diesel,2,48569,21510
Lexus,IS,Sedan,2022,4,CVT,Petrol,1,48385,24970
Toyota,Tundra,Truck,2023,3,Manual,Hybrid,2,28649,25220
BMW,4 Series,Coupe,2020,6,Automatic,Hybrid,2,59629,23280
Tesla,Model X,SUV,2023,3,Automatic,Electric,2,53898,55410
Volvo,XC90,SUV,2020,6,CVT,Diesel,3,75143,26170
Audi,Q5,SUV,2023,3,Manual,Petrol,2,75164,28940
Toyota,RAV4,SUV,2023,3,Automatic,Petrol,2,40963,19690
Chevrolet,Camaro Convertible,Convertible,2017,9,Manual,Petrol,3,114656,11740
Subaru,Outback,SUV,2018,8,Automatic,Petrol,2,98017,10760
Toyota,Tundra,Truck,2022,4,Automatic,Diesel,2,74507,20260
Chevrolet,Malibu,Sedan,2012,14,CVT,CNG,1,170254,5010
Land Rover,Range Rover Evoque,SUV,2020,6,Automatic,Petrol,1,99096,22000
Hyundai,Santa Fe,SUV,2024,2,Automatic,Petrol,1,48450,22680
Audi,Q5,SUV,2015,11,Manual,Petrol,4,162545,10960
Chevrolet,Silverado 1500,Truck,2023,3,Automatic,Diesel,1,50082,24160
Mercedes-Benz,C-Class,Sedan,2018,8,Automatic,Petrol,1,180070,16920
Volkswagen,Passat,Sedan,2013,13,Manual,Petrol,4,107439,5320
Ford,Mustang Mach-E,SUV,2023,3,Automatic,Electric,1,30815,29900
Kia,Sorento,SUV,2025,1,Automatic,Hybrid,1,16521,27700
Audi,Q7,SUV,2019,7,Automatic,Diesel,2,126168,23900
Tesla,Model X,SUV,2024,2,Automatic,Electric,1,36179,64030
Honda,City,Sedan,2023,3,Automatic,Petrol,2,51185,10870
Lexus,RX,SUV,2021,5,Manual,Petrol,1,58165,25680
Honda,Insight,Sedan,2023,3,Automatic,Petrol,2,31444,16090
Kia,Carnival,Minivan,2022,4,Automatic,Petrol,1,46683,21010
Hyundai,Elantra,Sedan,2023,3,Automatic,Petrol,1,47192,13690
Renault,Clio,Hatchback,2016,10,Automatic,Petrol,1,187635,3720
Fiat,500,Hatchback,2016,10,CVT,Petrol,2,125804,5900
Suzuki,Swift,Hatchback,2024,2,Automatic,Diesel,1,27011,10620
Honda,Odyssey,Minivan,2018,8,CVT,Petrol,3,143675,10430
Mazda,CX-5,SUV,2016,10,Automatic,Petrol,3,126086,8280
Toyota,Yaris Hatchback,Hatchback,2025,1,Manual,Petrol,1,8708,14220
Land Rover,Range Rover Evoque,SUV,2021,5,Automatic,Petrol,2,93720,23800
Jeep,Wrangler,SUV,2024,2,CVT,Petrol,1,24352,25860
Jeep,Wrangler,SUV,2026,0,Automatic,Petrol,1,500,32300
Hyundai,Ioniq 5,SUV,2018,8,Automatic,Electric,1,108663,15360
Kia,Sportage,SUV,2019,7,Automatic,Petrol,2,127098,11460
Ford,Mustang Mach-E,SUV,2025,1,Automatic,Electric,1,9316,34860
GMC,Terrain,SUV,2021,5,CVT,Petrol,1,124788,13200
BMW,X3,SUV,2024,2,Semi-Automatic,Petrol,1,19464,35280
Toyota,Highlander,SUV,2023,3,Manual,Petrol,1,57100,23140
BMW,X5,SUV,2018,8,Manual,Petrol,3,163006,19990
Audi,A5,Coupe,2023,3,Manual,Petrol,1,39480,28890
Nissan,Sentra,Sedan,2024,2,Semi-Automatic,Petrol,1,34275,14730
Honda,City,Sedan,2016,10,Automatic,Petrol,3,209028,3020
Ford,Mustang,Coupe,2021,5,Automatic,Petrol,2,109196,14550
Land Rover,Range Rover Sport,SUV,2018,8,CVT,Petrol,3,133303,27550
Chevrolet,Camaro,Coupe,2015,11,Automatic,Petrol,2,187153,7350
Mercedes-Benz,C-Class Coupe,Coupe,2020,6,Automatic,CNG,2,43841,22570
Toyota,Yaris Hatchback,Hatchback,2025,1,Automatic,Petrol,1,12454,13930
Chevrolet,Silverado 1500,Truck,2025,1,CVT,Petrol,1,12385,28800
Honda,Civic,Sedan,2023,3,Automatic,Petrol,2,55645,14270
Nissan,Leaf,Hatchback,2023,3,Automatic,Electric,1,41077,16890
Volkswagen,Jetta,Sedan,2021,5,Automatic,Diesel,2,127085,7880
Hyundai,Elantra,Sedan,2024,2,Automatic,Petrol,1,43947,14440
Audi,A4,Sedan,2025,1,Automatic,Hybrid,1,21687,34200
Chevrolet,Traverse,SUV,2023,3,Automatic,Diesel,2,48296,21550
GMC,Acadia,SUV,2018,8,Automatic,Diesel,3,87312,14270
Honda,Ridgeline,Truck,2021,5,Automatic,Petrol,2,71211,19320
Nissan,Leaf,Hatchback,2023,3,Automatic,Electric,1,49087,18690
BMW,5 Series,Sedan,2024,2,Automatic,Petrol,1,20974,41970
Jeep,Wrangler,SUV,2014,12,Manual,Petrol,5,172009,6600
Nissan,Murano,SUV,2025,1,Automatic,Petrol,1,22685,28450
Chevrolet,Traverse,SUV,2021,5,CVT,Diesel,2,100256,17410
Kia,EV6,SUV,2026,0,Automatic,Electric,1,500,38490
Toyota,Prius Prime,Hatchback,2021,5,Automatic,Hybrid,2,111664,14910
Audi,A5,Coupe,2022,4,Manual,Petrol,1,72095,25760
Nissan,Titan,Truck,2023,3,Manual,Diesel,2,78611,19710
Porsche,911,Coupe,2019,7,Automatic,Diesel,3,119263,40000
Volvo,XC90,SUV,2021,5,Manual,Petrol,2,127933,25840
Volvo,XC90,SUV,2016,10,Automatic,Petrol,1,204073,14580
Ford,Focus,Hatchback,2021,5,Semi-Automatic,Petrol,2,28798,10820
Volkswagen,ID.4,SUV,2022,4,Automatic,Electric,2,78955,21210
Land Rover,Range Rover Evoque,SUV,2023,3,Automatic,Petrol,2,39264,33010
Volkswagen,Jetta,Sedan,2021,5,Automatic,Petrol,1,62547,11990
Jeep,Compass,SUV,2018,8,Automatic,Petrol,2,108424,10530
Kia,Forte,Sedan,2024,2,Automatic,Petrol,1,25444,14810
Audi,A6,Sedan,2024,2,Automatic,Petrol,1,28798,41120
Volkswagen,Passat,Sedan,2024,2,Automatic,Petrol,1,45119,19070
Kia,Forte,Sedan,2021,5,Automatic,Petrol,1,95563,10460
Toyota,Sienna,Minivan,2021,5,Automatic,Diesel,2,42629,19280
Kia,Forte,Sedan,2017,9,Manual,CNG,4,131596,5780
Nissan,Altima,Sedan,2022,4,Automatic,Petrol,2,60182,15110
Volkswagen,Jetta,Sedan,2021,5,Automatic,Petrol,1,75959,11720
Chevrolet,Malibu,Sedan,2017,9,Automatic,Petrol,3,108483,7950
Nissan,Versa,Hatchback,2019,7,Semi-Automatic,Petrol,2,115389,6280
Nissan,Murano,SUV,2023,3,Automatic,Petrol,1,23073,22220
Mercedes-Benz,GLE,SUV,2022,4,CVT,Petrol,1,95796,35520
Volvo,XC60,SUV,2023,3,Automatic,Diesel,1,55887,27940
Land Rover,Range Rover Evoque,SUV,2022,4,Automatic,Petrol,1,64758,30450
BMW,3 Series,Sedan,2020,6,CVT,Petrol,1,71538,19990
Mercedes-Benz,E-Class,Sedan,2017,9,Automatic,Petrol,1,85337,19350
Kia,Carnival,Minivan,2019,7,Automatic,Petrol,1,150696,12330
Chevrolet,Camaro,Coupe,2017,9,Automatic,Petrol,2,102563,10740
Tesla,Model Y,SUV,2022,4,Automatic,Electric,2,73264,25110
Toyota,Prius Prime,Hatchback,2019,7,Automatic,Hybrid,2,43653,13400
Lexus,NX,SUV,2024,2,Manual,Petrol,1,13221,30010
Chevrolet,Camaro,Coupe,2023,3,Semi-Automatic,Petrol,1,51544,19600
Mazda,Mazda6,Sedan,2024,2,Automatic,Petrol,1,31921,19410
Kia,Sportage,SUV,2024,2,CVT,Petrol,1,33396,19880
Mini,Cooper,Hatchback,2022,4,Automatic,Petrol,1,50743,15640
Jeep,Wrangler,SUV,2023,3,Automatic,Petrol,1,25090,23690
Honda,Pilot,SUV,2024,2,Automatic,Petrol,1,49990,28910
BMW,3 Series,Sedan,2021,5,Automatic,Petrol,1,103366,21740
Ford,Escape,SUV,2023,3,Manual,Petrol,2,31817,16830
Fiat,500,Hatchback,2013,13,Automatic,Petrol,5,253637,1200
Mercedes-Benz,GLE,SUV,2023,3,Semi-Automatic,Petrol,2,27498,39650
Ford,Mustang Convertible,Convertible,2023,3,Manual,Petrol,1,54239,22990
Ford,Explorer,SUV,2023,3,Automatic,Petrol,1,48974,25020
Hyundai,Santa Fe,SUV,2025,1,Automatic,Hybrid,1,14929,30200
Kia,K5,Sedan,2021,5,Semi-Automatic,Petrol,1,44090,12590
Volvo,XC90,SUV,2020,6,Semi-Automatic,Petrol,2,76213,25750
Hyundai,i20,Hatchback,2020,6,Automatic,Diesel,1,65520,7500
Toyota,Camry,Sedan,2011,15,Automatic,Hybrid,4,191395,5070
Toyota,Camry,Sedan,2022,4,Automatic,Petrol,2,44234,16060
Honda,Ridgeline,Truck,2024,2,Automatic,Petrol,1,25813,28910
Nissan,Titan,Truck,2026,0,Manual,Petrol,1,500,32910
Toyota,GR86,Coupe,2021,5,CVT,Petrol,1,34184,15670
Volkswagen,Jetta,Sedan,2024,2,Automatic,Diesel,1,31964,15900
Toyota,Prius Prime,Hatchback,2015,11,CVT,Hybrid,3,149722,7890
Kia,Sorento,SUV,2023,3,Manual,Petrol,2,63035,18170
Chevrolet,Spark,Hatchback,2015,11,Automatic,Petrol,1,137050,4470
Chevrolet,Bolt EV,Hatchback,2021,5,Automatic,Electric,1,35633,13060
Hyundai,Elantra,Sedan,2016,10,Manual,Petrol,2,99554,6210
Land Rover,Range Rover Evoque,SUV,2022,4,Automatic,Petrol,1,51926,28280
Kia,Sportage,SUV,2021,5,Manual,Petrol,2,80555,12260
Toyota,Corolla,Sedan,2019,7,Manual,Diesel,3,56058,8450
Volkswagen,Jetta,Sedan,2017,9,Automatic,Diesel,4,163533,5400
GMC,Acadia,SUV,2022,4,Automatic,Petrol,2,81035,20080
Mercedes-Benz,E-Class,Sedan,2020,6,CVT,Petrol,3,74379,23940
Tesla,Model Y,SUV,2021,5,Automatic,Electric,1,60725,22080
Hyundai,Elantra,Sedan,2023,3,Automatic,Petrol,2,32212,13360
Ford,Explorer,SUV,2024,2,Automatic,Petrol,1,40741,27110
Audi,A4,Sedan,2025,1,Automatic,Diesel,1,10198,35490
Land Rover,Range Rover Sport,SUV,2011,15,Automatic,Petrol,5,358975,6230
Hyundai,Sonata,Sedan,2024,2,Automatic,Hybrid,1,24100,20550
Kia,Rio,Hatchback,2016,10,Automatic,Petrol,2,147054,4470
Audi,A5,Coupe,2025,1,Automatic,Diesel,1,13278,38860
Mercedes-Benz,C-Class Coupe,Coupe,2019,7,Automatic,Petrol,3,72641,20380
Ford,Fusion,Sedan,2021,5,Manual,Petrol,1,69423,11290
Chevrolet,Equinox,SUV,2022,4,Semi-Automatic,Petrol,2,69784,14940
Honda,Odyssey,Minivan,2022,4,Manual,Petrol,1,66903,18190
Ford,Explorer,SUV,2016,10,Manual,Petrol,1,207219,9180
Audi,A6,Sedan,2018,8,Automatic,Diesel,1,142965,19490
Chevrolet,Camaro,Coupe,2023,3,Semi-Automatic,Petrol,1,43914,22330
Hyundai,i20,Hatchback,2024,2,CVT,Petrol,1,44497,10760
Subaru,Outback,SUV,2021,5,Manual,Diesel,1,39217,14140
Toyota,Tundra,Truck,2016,10,Automatic,Petrol,1,231457,7700
Ford,Mustang Convertible,Convertible,2025,1,Semi-Automatic,CNG,1,20664,30950
Honda,City,Sedan,2026,0,Semi-Automatic,Diesel,1,500,16690
Toyota,Corolla,Sedan,2021,5,Automatic,Petrol,2,49213,12360
Jeep,Compass,SUV,2019,7,CVT,Hybrid,2,112669,11340
Kia,K5,Sedan,2020,6,CVT,Diesel,3,75220,10690
Tesla,Model X,SUV,2024,2,Automatic,Electric,1,27898,62800
BMW,5 Series,Sedan,2022,4,Automatic,Petrol,2,31663,33690
Ford,Fusion,Sedan,2018,8,Automatic,Petrol,2,155835,7410
Hyundai,Santa Fe,SUV,2021,5,Manual,CNG,1,36141,14760
Lexus,IS,Sedan,2016,10,Automatic,Hybrid,3,173869,10480
Mercedes-Benz,C-Class,Sedan,2014,12,Automatic,Diesel,2,89731,10630
Tesla,Model 3,Sedan,2021,5,Automatic,Electric,2,75568,20100
Volkswagen,ID.4,SUV,2024,2,Automatic,Electric,1,33424,28270
Toyota,Sienna,Minivan,2024,2,Automatic,Petrol,1,29964,27460
Jeep,Wrangler,SUV,2022,4,Automatic,Petrol,1,43473,21380
Hyundai,Elantra,Sedan,2020,6,Semi-Automatic,Petrol,1,88675,11090
Hyundai,i20,Hatchback,2018,8,Automatic,Petrol,3,165745,3930
Kia,EV6,SUV,2023,3,Automatic,Electric,2,30490,26970
Toyota,Tacoma,Truck,2023,3,Automatic,Hybrid,1,44713,22080
Chevrolet,Bolt EV,Hatchback,2024,2,Automatic,Electric,1,25914,19320
Mini,Cooper Convertible,Convertible,2020,6,Automatic,CNG,1,93841,13030
Chevrolet,Malibu,Sedan,2016,10,Automatic,Petrol,4,84328,6470
GMC,Acadia,SUV,2020,6,Manual,Petrol,2,127809,14910
Honda,Accord,Sedan,2017,9,Semi-Automatic,Diesel,3,230584,7200
Ford,F-150,Truck,2017,9,Automatic,Petrol,2,146731,12060
Volkswagen,Passat,Sedan,2022,4,Automatic,Diesel,2,85327,14210
Mazda,Mazda3,Sedan,2024,2,Manual,Petrol,1,30429,15010
Tesla,Model X,SUV,2023,3,Automatic,Electric,1,43221,56630
Nissan,Sentra,Sedan,2024,2,CVT,Diesel,1,20439,15370
Chevrolet,Equinox,SUV,2017,9,Automatic,Petrol,4,86390,8360
Tesla,Model Y,SUV,2025,1,Automatic,Electric,1,8464,36610
Kia,K5,Sedan,2021,5,Automatic,Diesel,1,94072,11870
Ram,1500,Truck,2023,3,Manual,Petrol,2,47283,22670
Hyundai,Sonata,Sedan,2022,4,Automatic,Petrol,2,70591,13560
Kia,EV6,SUV,2020,6,Automatic,Electric,2,153799,16930
Kia,Forte,Sedan,2022,4,Automatic,Diesel,2,29458,12410
Peugeot,208,Hatchback,2024,2,CVT,Petrol,1,21120,14940
Volkswagen,ID.4,SUV,2019,7,Automatic,Electric,1,65695,16060
BMW,X5,SUV,2021,5,Automatic,CNG,2,49410,30850
Renault,Clio,Hatchback,2013,13,Automatic,Petrol,5,116303,4180
Mazda,Mazda3,Sedan,2025,1,Automatic,Petrol,1,9004,17670
BMW,5 Series,Sedan,2021,5,Manual,Hybrid,1,62934,31910
Ford,Mustang Mach-E,SUV,2021,5,Automatic,Electric,1,38209,22030
Audi,Q7,SUV,2018,8,CVT,Petrol,3,98678,22140
Audi,Q7,SUV,2021,5,Automatic,Petrol,2,58745,32310
Volkswagen,Atlas,SUV,2019,7,Automatic,Diesel,2,126137,13550
Hyundai,Ioniq 5,SUV,2023,3,Automatic,Electric,2,54956,26950
Ford,Explorer,SUV,2017,9,Automatic,Petrol,2,90729,13030
Kia,EV6,SUV,2026,0,Automatic,Electric,1,500,40880
Porsche,911,Coupe,2014,12,Manual,Petrol,1,168921,27320
Nissan,Sentra,Sedan,2019,7,Automatic,Petrol,1,104484,8060
Mercedes-Benz,E-Class,Sedan,2016,10,CVT,Petrol,1,224520,15390
Mercedes-Benz,C-Class Coupe,Coupe,2021,5,Manual,Petrol,2,67634,24550
Land Rover,Range Rover Evoque,SUV,2023,3,Manual,Petrol,2,47947,27720
GMC,Sierra 1500,Truck,2024,2,Automatic,Petrol,1,27347,27020
Ford,F-150,Truck,2025,1,Automatic,Petrol,1,19128,30360
Audi,Q7,SUV,2015,11,Manual,Petrol,4,134461,15040
Volkswagen,Atlas,SUV,2020,6,Automatic,CNG,2,59441,16780
Ford,Escape,SUV,2026,0,Automatic,Petrol,1,500,27810
Nissan,Altima,Sedan,2023,3,Automatic,Petrol,1,46053,18030
Chevrolet,Traverse,SUV,2024,2,Automatic,Petrol,1,17608,28460
Nissan,Leaf,Hatchback,2022,4,Automatic,Electric,1,56006,16950
Honda,CR-V,SUV,2015,11,Manual,Petrol,2,142293,8340
Honda,CR-V,SUV,2024,2,Semi-Automatic,Hybrid,1,28859,22780
Volkswagen,Golf,Hatchback,2025,1,CVT,Hybrid,1,8105,22120
Nissan,Leaf,Hatchback,2026,0,Automatic,Electric,1,500,24290
Renault,Clio,Hatchback,2019,7,Automatic,Petrol,3,83422,7880
Audi,A4,Sedan,2019,7,Automatic,Petrol,3,100229,16930
Volkswagen,Passat,Sedan,2023,3,Automatic,Petrol,2,26040,15890
Jeep,Compass,SUV,2021,5,CVT,Petrol,1,85186,14400
Nissan,Leaf,Hatchback,2016,10,Automatic,Electric,1,147334,7830
Chevrolet,Equinox,SUV,2024,2,CVT,Petrol,1,32904,18550
Nissan,Murano,SUV,2021,5,CVT,Petrol,2,88072,17800
Mini,Cooper Convertible,Convertible,2023,3,Automatic,Petrol,2,51010,18750
Volkswagen,Atlas,SUV,2012,14,Automatic,Diesel,3,182491,7070
Peugeot,208,Hatchback,2023,3,CVT,Diesel,1,40440,12740
Toyota,Highlander,SUV,2026,0,CVT,Hybrid,1,500,38470
Ford,Focus,Hatchback,2020,6,Automatic,Petrol,1,138224,8510
Nissan,Altima,Sedan,2022,4,Manual,Petrol,1,54596,14880
Chevrolet,Equinox,SUV,2021,5,Semi-Automatic,Petrol,2,112889,13180
Honda,Odyssey,Minivan,2020,6,CVT,Petrol,1,72698,17200
Ford,Escape,SUV,2025,1,CVT,Petrol,1,13185,24090
Lexus,IS,Sedan,2020,6,Automatic,Diesel,3,45964,16570
Volkswagen,Passat,Sedan,2021,5,Automatic,Petrol,1,81977,13540
Mercedes-Benz,GLC,SUV,2024,2,Manual,Diesel,1,37194,31480
Ram,1500,Truck,2024,2,Automatic,Petrol,1,27546,28920
Subaru,Forester,SUV,2023,3,Manual,Petrol,1,41530,16660
Mazda,CX-5,SUV,2024,2,Automatic,Petrol,1,41769,22020
Tesla,Model X,SUV,2023,3,Automatic,Electric,1,43818,54860
Audi,A4,Sedan,2017,9,Manual,Hybrid,1,113930,14130
GMC,Sierra 1500,Truck,2018,8,Semi-Automatic,Petrol,3,93903,14180
Toyota,Tundra,Truck,2021,5,Manual,Petrol,1,74413,19020
Hyundai,i20,Hatchback,2021,5,Semi-Automatic,Petrol,1,52588,8380
Lexus,ES,Sedan,2024,2,Automatic,Petrol,1,30938,31190
Subaru,Legacy,Sedan,2017,9,Manual,Petrol,2,144833,6490
Kia,Carnival,Minivan,2024,2,Semi-Automatic,Petrol,1,32952,24030
Toyota,Prius Prime,Hatchback,2021,5,Manual,Hybrid,2,73872,14560
Hyundai,Veloster,Coupe,2019,7,CVT,Diesel,2,85708,9240
BMW,Z4,Convertible,2025,1,CVT,Diesel,1,10150,43020
Chevrolet,Bolt EV,Hatchback,2023,3,Automatic,Electric,2,37019,16810
Volkswagen,ID.4,SUV,2025,1,Automatic,Electric,1,11796,32460
Nissan,Titan,Truck,2021,5,Automatic,Petrol,1,60561,20860
Volkswagen,Jetta,Sedan,2025,1,Automatic,Petrol,1,6768,17120
Chevrolet,Malibu,Sedan,2013,13,CVT,Hybrid,4,207259,4620
Volkswagen,Passat,Sedan,2025,1,Automatic,Petrol,1,10349,20780
